Grade,Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,WGI,location,pay_type,year,B/O
5,1959,2025,209,2155,2221,2286,2351,2417,2482,2547,,"Dallas-Fort Worth, TX-OK",Hourly,2023,B
5,2939,3038,3135,3233,3332,3429,3527,3626,3723,3821,,"Dallas-Fort Worth, TX-OK",Hourly,2023,O
6,2184,2257,233,2402,2475,2548,2621,2694,2766,2839,,"Dallas-Fort Worth, TX-OK",Hourly,2023,B
6,3276,3386,3495,3603,3713,3822,3932,4041,4149,4259,,"Dallas-Fort Worth, TX-OK",Hourly,2023,O
7,2427,2508,2589,267,2751,2831,2912,2993,3074,3155,,"Dallas-Fort Worth, TX-OK",Hourly,2023,B
7,3641,3762,3884,4005,4127,4247,4368,449,4611,4733,,"Dallas-Fort Worth, TX-OK",Hourly,2023,O
8,2688,2777,2867,2957,3046,3136,3225,3315,3405,3494,,"Dallas-Fort Worth, TX-OK",Hourly,2023,B
8,4032,4166,4301,4436,4569,4704,4838,4904,4904,4904,,"Dallas-Fort Worth, TX-OK",Hourly,2023,O
9,2969,3068,3167,3266,3364,3463,3562,3661,376,3859,,"Dallas-Fort Worth, TX-OK",Hourly,2023,B
9,4454,4602,4751,4899,4904,4904,4904,4904,4904,4904,,"Dallas-Fort Worth, TX-OK",Hourly,2023,O
10,3269,3378,3487,3596,3705,3814,3923,4032,4141,425,,"Dallas-Fort Worth, TX-OK",Hourly,2023,B
10,4904,4904,4904,4904,4904,4904,4904,4904,4904,4904,,"Dallas-Fort Worth, TX-OK",Hourly,2023,O
11,3592,3712,3831,3951,4071,419,431,443,4549,4669,,"Dallas-Fort Worth, TX-OK",Hourly,2023,B
11,4904,4904,4904,4904,4904,4904,4904,4904,4904,4904,,"Dallas-Fort Worth, TX-OK",Hourly,2023,O
12,4305,4449,4592,4736,4879,5023,5166,531,5453,5597,,"Dallas-Fort Worth, TX-OK",Hourly,2023,B
12,4904,4904,4904,4904,4904,5023,5166,531,5453,5597,,"Dallas-Fort Worth, TX-OK",Hourly,2023,O
13,5119,529,5461,5631,5802,5972,6143,6314,6484,6655,,"Dallas-Fort Worth, TX-OK",Hourly,2023,B
13,5119,529,5461,5631,5802,5972,6143,6314,6484,6655,,"Dallas-Fort Worth, TX-OK",Hourly,2023,O
14,605,6251,6453,6654,6856,7058,7259,7461,7663,7864,,"Dallas-Fort Worth, TX-OK",Hourly,2023,B
14,605,6251,6453,6654,6856,7058,7259,7461,7663,7864,,"Dallas-Fort Worth, TX-OK",Hourly,2023,O
15,7116,7353,759,7827,8065,8302,8539,8776,8793,8793,,"Dallas-Fort Worth, TX-OK",Hourly,2023,B
15,7116,7353,759,7827,8065,8302,8539,8776,8793,8793,,"Dallas-Fort Worth, TX-OK",Hourly,2023,O
1,24823,25656,26480,27303,28127,28609,29426,30249,30282,31057,,"Davenport-Moline, IA-IL",Salary,2023,
2,27912,28576,29500,30282,30623,31524,32425,33326,34227,35127,,"Davenport-Moline, IA-IL",Salary,2023,
3,30456,31471,32486,33502,34517,35533,36548,37564,38579,39594,,"Davenport-Moline, IA-IL",Salary,2023,
4,34188,35327,36467,37606,38746,39885,41025,42164,43304,44443,,"Davenport-Moline, IA-IL",Salary,2023,
5,38249,39525,40800,42076,43351,44627,45902,47178,48453,49729,,"Davenport-Moline, IA-IL",Salary,2023,
6,42638,44059,45480,46901,48322,49743,51164,52585,54005,55426,,"Davenport-Moline, IA-IL",Salary,2023,
7,47381,48960,50540,52119,53698,55277,56857,58436,60015,61595,,"Davenport-Moline, IA-IL",Salary,2023,
8,52472,54222,55971,57721,59470,61220,62969,64719,66468,68218,,"Davenport-Moline, IA-IL",Salary,2023,
9,57956,59888,61819,63751,65682,67614,69545,71477,73408,75340,,"Davenport-Moline, IA-IL",Salary,2023,
10,63822,65949,68077,70205,72333,74460,76588,78716,80844,82972,,"Davenport-Moline, IA-IL",Salary,2023,
11,70121,72458,74795,77132,79469,81806,84143,86480,88817,91154,,"Davenport-Moline, IA-IL",Salary,2023,
12,84046,86848,89649,92451,95252,98054,100856,103657,106459,109260,,"Davenport-Moline, IA-IL",Salary,2023,
13,99942,103273,106604,109935,113266,116598,119929,123260,126591,129922,,"Davenport-Moline, IA-IL",Salary,2023,
14,118101,122038,125974,129910,133847,137783,141720,145656,149592,153529,,"Davenport-Moline, IA-IL",Salary,2023,
15,138918,143548,148179,152809,157439,162069,166700,171330,175960,180591,,"Davenport-Moline, IA-IL",Salary,2023,
1,1189,1229,1269,1308,1348,1371,141,1449,1451,1488,,"Davenport-Moline, IA-IL",Hourly,2023,B
1,1784,1844,1904,1962,2022,2057,2115,2174,2177,2232,,"Davenport-Moline, IA-IL",Hourly,2023,O
2,1337,1369,1414,1451,1467,151,1554,1597,164,1683,,"Davenport-Moline, IA-IL",Hourly,2023,B
2,2006,2054,2121,2177,2201,2265,2331,2396,246,2525,,"Davenport-Moline, IA-IL",Hourly,2023,O
3,1459,1508,1557,1605,1654,1703,1751,180,1849,1897,,"Davenport-Moline, IA-IL",Hourly,2023,B
3,2189,2262,2336,2408,2481,2555,2627,270,2774,2846,,"Davenport-Moline, IA-IL",Hourly,2023,O
4,1638,1693,1747,1802,1857,1911,1966,202,2075,213,,"Davenport-Moline, IA-IL",Hourly,2023,B
4,2457,254,2621,2703,2786,2867,2949,303,3113,3195,,"Davenport-Moline, IA-IL",Hourly,2023,O
5,1833,1894,1955,2016,2077,2138,2199,2261,2322,2383,,"Davenport-Moline, IA-IL",Hourly,2023,B
5,275,2841,2933,3024,3116,3207,3299,3392,3483,3575,,"Davenport-Moline, IA-IL",Hourly,2023,O
6,2043,2111,2179,2247,2315,2383,2452,252,2588,2656,,"Davenport-Moline, IA-IL",Hourly,2023,B
6,3065,3167,3269,3371,3473,3575,3678,378,3882,3984,,"Davenport-Moline, IA-IL",Hourly,2023,O
7,227,2346,2422,2497,2573,2649,2724,280,2876,2951,,"Davenport-Moline, IA-IL",Hourly,2023,B
7,3405,3519,3633,3746,386,3974,4086,420,4314,4427,,"Davenport-Moline, IA-IL",Hourly,2023,O
8,2514,2598,2682,2766,285,2933,3017,3101,3185,3269,,"Davenport-Moline, IA-IL",Hourly,2023,B
8,3771,3897,4023,4149,4275,440,4526,4587,4587,4587,,"Davenport-Moline, IA-IL",Hourly,2023,O
9,2777,287,2962,3055,3147,324,3332,3425,3517,361,,"Davenport-Moline, IA-IL",Hourly,2023,B
9,4166,4305,4443,4583,4587,4587,4587,4587,4587,4587,,"Davenport-Moline, IA-IL",Hourly,2023,O
10,3058,316,3262,3364,3466,3568,367,3772,3874,3976,,"Davenport-Moline, IA-IL",Hourly,2023,B
10,4587,4587,4587,4587,4587,4587,4587,4587,4587,4587,,"Davenport-Moline, IA-IL",Hourly,2023,O
11,336,3472,3584,3696,3808,392,4032,4144,4256,4368,,"Davenport-Moline, IA-IL",Hourly,2023,B
11,4587,4587,4587,4587,4587,4587,4587,4587,4587,4587,,"Davenport-Moline, IA-IL",Hourly,2023,O
12,4027,4161,4296,443,4564,4698,4833,4967,5101,5235,,"Davenport-Moline, IA-IL",Hourly,2023,B
12,4587,4587,4587,4587,4587,4698,4833,4967,5101,5235,,"Davenport-Moline, IA-IL",Hourly,2023,O
13,4789,4948,5108,5268,5427,5587,5746,5906,6066,6225,,"Davenport-Moline, IA-IL",Hourly,2023,B
13,4789,4948,5108,5268,5427,5587,5746,5906,6066,6225,,"Davenport-Moline, IA-IL",Hourly,2023,O
14,5659,5848,6036,6225,6413,6602,6791,6979,7168,7356,,"Davenport-Moline, IA-IL",Hourly,2023,B
14,5659,5848,6036,6225,6413,6602,6791,6979,7168,7356,,"Davenport-Moline, IA-IL",Hourly,2023,O
15,6656,6878,710,7322,7544,7766,7988,8209,8431,8653,,"Davenport-Moline, IA-IL",Hourly,2023,B
15,6656,6878,710,7322,7544,7766,7988,8209,8431,8653,,"Davenport-Moline, IA-IL",Hourly,2023,O
1,25323,26173,27013,27853,28693,29185,30018,30858,30892,31683,,"Dayton-Springfield-Sidney, OH",Salary,2023,
2,28474,29151,30094,30892,31240,32159,33078,33997,34916,35835,,"Dayton-Springfield-Sidney, OH",Salary,2023,
3,31069,32105,33141,34176,35212,36248,37284,38320,39356,40392,,"Dayton-Springfield-Sidney, OH",Salary,2023,
4,34876,36038,37201,38363,39526,40688,41851,43013,44176,45338,,"Dayton-Springfield-Sidney, OH",Salary,2023,
5,39019,40320,41622,42923,44224,45525,46826,48127,49429,50730,,"Dayton-Springfield-Sidney, OH",Salary,2023,
6,43497,44946,46396,47845,49295,50744,52194,53643,55093,56542,,"Dayton-Springfield-Sidney, OH",Salary,2023,
7,48335,49946,51557,53168,54779,56390,58001,59612,61224,62835,,"Dayton-Springfield-Sidney, OH",Salary,2023,
8,53529,55313,57098,58883,60668,62452,64237,66022,67807,69591,,"Dayton-Springfield-Sidney, OH",Salary,2023,
9,59123,61093,63064,65034,67005,68975,70946,72916,74886,76857,,"Dayton-Springfield-Sidney, OH",Salary,2023,
10,65107,67277,69448,71618,73789,75960,78130,80301,82472,84642,,"Dayton-Springfield-Sidney, OH",Salary,2023,
11,71533,73917,76301,78685,81069,83453,85837,88221,90605,92989,,"Dayton-Springfield-Sidney, OH",Salary,2023,
12,85738,88596,91454,94312,97170,100028,102886,105744,108602,111460,,"Dayton-Springfield-Sidney, OH",Salary,2023,
13,101954,105352,108750,112149,115547,118945,122343,125742,129140,132538,,"Dayton-Springfield-Sidney, OH",Salary,2023,
14,120479,124495,128510,132526,136542,140557,144573,148589,152604,156620,,"Dayton-Springfield-Sidney, OH",Salary,2023,
15,141715,146438,151162,155885,160609,165333,170056,174780,179503,183500,,"Dayton-Springfield-Sidney, OH",Salary,2023,
1,1213,1254,1294,1335,1375,1398,1438,1479,148,1518,,"Dayton-Springfield-Sidney, OH",Hourly,2023,B
1,182,1881,1941,2003,2063,2097,2157,2219,222,2277,,"Dayton-Springfield-Sidney, OH",Hourly,2023,O
2,1364,1397,1442,148,1497,1541,1585,1629,1673,1717,,"Dayton-Springfield-Sidney, OH",Hourly,2023,B
2,2046,2096,2163,222,2246,2312,2378,2444,251,2576,,"Dayton-Springfield-Sidney, OH",Hourly,2023,O
3,1489,1538,1588,1638,1687,1737,1786,1836,1886,1935,,"Dayton-Springfield-Sidney, OH",Hourly,2023,B
3,2234,2307,2382,2457,2531,2606,2679,2754,2829,2903,,"Dayton-Springfield-Sidney, OH",Hourly,2023,O
4,1671,1727,1783,1838,1894,195,2005,2061,2117,2172,,"Dayton-Springfield-Sidney, OH",Hourly,2023,B
4,2507,2591,2675,2757,2841,2925,3008,3092,3176,3258,,"Dayton-Springfield-Sidney, OH",Hourly,2023,O
5,187,1932,1994,2057,2119,2181,2244,2306,2368,2431,,"Dayton-Springfield-Sidney, OH",Hourly,2023,B
5,2805,2898,2991,3086,3179,3272,3366,3459,3552,3647,,"Dayton-Springfield-Sidney, OH",Hourly,2023,O
6,2084,2154,2223,2293,2362,2431,2501,257,264,2709,,"Dayton-Springfield-Sidney, OH",Hourly,2023,B
6,3126,3231,3335,344,3543,3647,3752,3855,396,4064,,"Dayton-Springfield-Sidney, OH",Hourly,2023,O
7,2316,2393,247,2548,2625,2702,2779,2856,2934,3011,,"Dayton-Springfield-Sidney, OH",Hourly,2023,B
7,3474,359,3705,3822,3938,4053,4169,4284,4401,4517,,"Dayton-Springfield-Sidney, OH",Hourly,2023,O
8,2565,265,2736,2821,2907,2992,3078,3163,3249,3334,,"Dayton-Springfield-Sidney, OH",Hourly,2023,B
8,3848,3975,4104,4232,4361,4488,4617,468,468,468,,"Dayton-Springfield-Sidney, OH",Hourly,2023,O
9,2833,2927,3022,3116,3211,3305,3399,3494,3588,3683,,"Dayton-Springfield-Sidney, OH",Hourly,2023,B
9,425,4391,4533,4674,468,468,468,468,468,468,,"Dayton-Springfield-Sidney, OH",Hourly,2023,O
10,312,3224,3328,3432,3536,364,3744,3848,3952,4056,,"Dayton-Springfield-Sidney, OH",Hourly,2023,B
10,468,468,468,468,468,468,468,468,468,468,,"Dayton-Springfield-Sidney, OH",Hourly,2023,O
11,3428,3542,3656,377,3884,3999,4113,4227,4341,4456,,"Dayton-Springfield-Sidney, OH",Hourly,2023,B
11,468,468,468,468,468,468,468,468,468,468,,"Dayton-Springfield-Sidney, OH",Hourly,2023,O
12,4108,4245,4382,4519,4656,4793,493,5067,5204,5341,,"Dayton-Springfield-Sidney, OH",Hourly,2023,B
12,468,468,468,468,468,4793,493,5067,5204,5341,,"Dayton-Springfield-Sidney, OH",Hourly,2023,O
13,4885,5048,5211,5374,5537,5699,5862,6025,6188,6351,,"Dayton-Springfield-Sidney, OH",Hourly,2023,B
13,4885,5048,5211,5374,5537,5699,5862,6025,6188,6351,,"Dayton-Springfield-Sidney, OH",Hourly,2023,O
14,5773,5965,6158,635,6543,6735,6927,712,7312,7505,,"Dayton-Springfield-Sidney, OH",Hourly,2023,B
14,5773,5965,6158,635,6543,6735,6927,712,7312,7505,,"Dayton-Springfield-Sidney, OH",Hourly,2023,O
15,679,7017,7243,7469,7696,7922,8148,8375,8601,8793,,"Dayton-Springfield-Sidney, OH",Hourly,2023,B
15,679,7017,7243,7469,7696,7922,8148,8375,8601,8793,,"Dayton-Springfield-Sidney, OH",Hourly,2023,O
1,27099,28009,28908,29807,30706,31233,32124,33023,33059,33905,,"Denver-Aurora, CO",Salary,2023,
2,30471,31197,32206,33059,33432,34415,35398,36382,37365,38348,,"Denver-Aurora, CO",Salary,2023,
3,33248,34357,35466,36574,37683,38791,39900,41008,42117,43225,,"Denver-Aurora, CO",Salary,2023,
4,37323,38567,39811,41055,42299,43543,44787,46031,47275,48519,,"Denver-Aurora, CO",Salary,2023,
5,41757,43149,44542,45934,47327,48719,50111,51504,52896,54289,,"Denver-Aurora, CO",Salary,2023,
6,46548,48100,49651,51202,52753,54304,55855,57407,58958,60509,,"Denver-Aurora, CO",Salary,2023,
7,51726,53450,55174,56898,58622,60346,62070,63795,65519,67243,,"Denver-Aurora, CO",Salary,2023,
8,57284,59194,61104,63014,64924,66834,68744,70654,72564,74473,,"Denver-Aurora, CO",Salary,2023,
9,63271,65379,67488,69597,71705,73814,75923,78031,80140,82249,,"Denver-Aurora, CO",Salary,2023,
10,69674,71997,74320,76643,78966,81289,83611,85934,88257,90580,,"Denver-Aurora, CO",Salary,2023,
11,76551,79102,81654,84205,86756,89308,91859,94410,96962,99513,,"Denver-Aurora, CO",Salary,2023,
12,91753,94812,97870,100929,103987,107046,110104,113163,116221,119280,,"Denver-Aurora, CO",Salary,2023,
13,109107,112743,116380,120017,123653,127290,130926,134563,138200,141836,,"Denver-Aurora, CO",Salary,2023,
14,128931,133229,137526,141823,146121,150418,154715,159013,163310,167608,,"Denver-Aurora, CO",Salary,2023,
15,151657,156712,161767,166822,171877,176931,181986,183500,183500,183500,,"Denver-Aurora, CO",Salary,2023,
1,1298,1342,1385,1428,1471,1497,1539,1582,1584,1625,,"Denver-Aurora, CO",Hourly,2023,B
1,1947,2013,2078,2142,2207,2246,2309,2373,2376,2438,,"Denver-Aurora, CO",Hourly,2023,O
2,146,1495,1543,1584,1602,1649,1696,1743,179,1837,,"Denver-Aurora, CO",Hourly,2023,B
2,219,2243,2315,2376,2403,2474,2544,2615,2685,2756,,"Denver-Aurora, CO",Hourly,2023,O
3,1593,1646,1699,1752,1806,1859,1912,1965,2018,2071,,"Denver-Aurora, CO",Hourly,2023,B
3,239,2469,2549,2628,2709,2789,2868,2948,3027,3107,,"Denver-Aurora, CO",Hourly,2023,O
4,1788,1848,1908,1967,2027,2086,2146,2206,2265,2325,,"Denver-Aurora, CO",Hourly,2023,B
4,2682,2772,2862,2951,3041,3129,3219,3309,3398,3488,,"Denver-Aurora, CO",Hourly,2023,O
5,2001,2068,2134,2201,2268,2334,2401,2468,2535,2601,,"Denver-Aurora, CO",Hourly,2023,B
5,3002,3102,3201,3302,3402,3501,3602,3702,3803,3902,,"Denver-Aurora, CO",Hourly,2023,O
6,223,2305,2379,2453,2528,2602,2676,2751,2825,2899,,"Denver-Aurora, CO",Hourly,2023,B
6,3345,3458,3569,368,3792,3903,4014,4127,4238,4349,,"Denver-Aurora, CO",Hourly,2023,O
7,2478,2561,2644,2726,2809,2892,2974,3057,3139,3222,,"Denver-Aurora, CO",Hourly,2023,B
7,3717,3842,3966,4089,4214,4338,4461,4586,4709,4833,,"Denver-Aurora, CO",Hourly,2023,O
8,2745,2836,2928,3019,3111,3202,3294,3385,3477,3568,,"Denver-Aurora, CO",Hourly,2023,B
8,4118,4254,4392,4529,4667,4803,4941,5007,5007,5007,,"Denver-Aurora, CO",Hourly,2023,O
9,3032,3133,3234,3335,3436,3537,3638,3739,384,3941,,"Denver-Aurora, CO",Hourly,2023,B
9,4548,470,4851,5003,5007,5007,5007,5007,5007,5007,,"Denver-Aurora, CO",Hourly,2023,O
10,3338,345,3561,3672,3784,3895,4006,4118,4229,434,,"Denver-Aurora, CO",Hourly,2023,B
10,5007,5007,5007,5007,5007,5007,5007,5007,5007,5007,,"Denver-Aurora, CO",Hourly,2023,O
11,3668,379,3913,4035,4157,4279,4401,4524,4646,4768,,"Denver-Aurora, CO",Hourly,2023,B
11,5007,5007,5007,5007,5007,5007,5007,5007,5007,5007,,"Denver-Aurora, CO",Hourly,2023,O
12,4396,4543,469,4836,4983,5129,5276,5422,5569,5715,,"Denver-Aurora, CO",Hourly,2023,B
12,5007,5007,5007,5007,5007,5129,5276,5422,5569,5715,,"Denver-Aurora, CO",Hourly,2023,O
13,5228,5402,5576,5751,5925,6099,6273,6448,6622,6796,,"Denver-Aurora, CO",Hourly,2023,B
13,5228,5402,5576,5751,5925,6099,6273,6448,6622,6796,,"Denver-Aurora, CO",Hourly,2023,O
14,6178,6384,659,6796,7001,7207,7413,7619,7825,8031,,"Denver-Aurora, CO",Hourly,2023,B
14,6178,6384,659,6796,7001,7207,7413,7619,7825,8031,,"Denver-Aurora, CO",Hourly,2023,O
15,7267,7509,7751,7993,8236,8478,872,8793,8793,8793,,"Denver-Aurora, CO",Hourly,2023,B
15,7267,7509,7751,7993,8236,8478,872,8793,8793,8793,,"Denver-Aurora, CO",Hourly,2023,O
1,24596,25422,26238,27054,27870,28348,29157,29972,30005,30774,,"Des Moines-Ames-West Des Moines, IA",Salary,2023,
2,27657,28315,29231,30005,30344,31236,32129,33021,33914,34806,,"Des Moines-Ames-West Des Moines, IA",Salary,2023,
3,30177,31184,32190,33196,34202,35208,36214,37220,38227,39233,,"Des Moines-Ames-West Des Moines, IA",Salary,2023,
4,33875,35004,36133,37263,38392,39521,40650,41779,42908,44037,,"Des Moines-Ames-West Des Moines, IA",Salary,2023,
5,37900,39164,40427,41691,42955,44219,45483,46747,48010,49274,,"Des Moines-Ames-West Des Moines, IA",Salary,2023,
6,42249,43657,45065,46472,47880,49288,50696,52104,53512,54920,,"Des Moines-Ames-West Des Moines, IA",Salary,2023,
7,46948,48513,50078,51643,53207,54772,56337,57902,59467,61032,,"Des Moines-Ames-West Des Moines, IA",Salary,2023,
8,51993,53726,55460,57193,58927,60660,62394,64128,65861,67595,,"Des Moines-Ames-West Des Moines, IA",Salary,2023,
9,57426,59340,61254,63168,65082,66996,68910,70824,72738,74652,,"Des Moines-Ames-West Des Moines, IA",Salary,2023,
10,63238,65347,67455,69564,71672,73780,75889,77997,80105,82214,,"Des Moines-Ames-West Des Moines, IA",Salary,2023,
11,69480,71796,74112,76427,78743,81059,83374,85690,88006,90321,,"Des Moines-Ames-West Des Moines, IA",Salary,2023,
12,83278,86054,88830,91606,94382,97158,99934,102710,105486,108262,,"Des Moines-Ames-West Des Moines, IA",Salary,2023,
13,99029,102329,105630,108931,112232,115532,118833,122134,125435,128735,,"Des Moines-Ames-West Des Moines, IA",Salary,2023,
14,117022,120923,124823,128724,132624,136524,140425,144325,148226,152126,,"Des Moines-Ames-West Des Moines, IA",Salary,2023,
15,137649,142237,146825,151413,156001,160589,165177,169765,174353,178941,,"Des Moines-Ames-West Des Moines, IA",Salary,2023,
1,1179,1218,1257,1296,1335,1358,1397,1436,1438,1475,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,B
1,1769,1827,1886,1944,2003,2037,2096,2154,2157,2213,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,O
2,1325,1357,1401,1438,1454,1497,1539,1582,1625,1668,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,B
2,1988,2036,2102,2157,2181,2246,2309,2373,2438,2502,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,O
3,1446,1494,1542,1591,1639,1687,1735,1783,1832,188,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,B
3,2169,2241,2313,2387,2459,2531,2603,2675,2748,282,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,O
4,1623,1677,1731,1785,184,1894,1948,2002,2056,211,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,B
4,2435,2516,2597,2678,276,2841,2922,3003,3084,3165,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,O
5,1816,1877,1937,1998,2058,2119,2179,224,230,2361,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,B
5,2724,2816,2906,2997,3087,3179,3269,336,345,3542,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,O
6,2024,2092,2159,2227,2294,2362,2429,2497,2564,2632,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,B
6,3036,3138,3239,3341,3441,3543,3644,3746,3846,3948,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,O
7,225,2325,240,2475,2549,2624,2699,2774,2849,2924,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,B
7,3375,3488,360,3713,3824,3936,4049,4161,4274,4386,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,O
8,2491,2574,2657,274,2824,2907,299,3073,3156,3239,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,B
8,3737,3861,3986,411,4236,4361,4485,4545,4545,4545,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,O
9,2752,2843,2935,3027,3118,321,3302,3394,3485,3577,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,B
9,4128,4265,4403,4541,4545,4545,4545,4545,4545,4545,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,O
10,303,3131,3232,3333,3434,3535,3636,3737,3838,3939,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,B
10,4545,4545,4545,4545,4545,4545,4545,4545,4545,4545,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,O
11,3329,344,3551,3662,3773,3884,3995,4106,4217,4328,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,B
11,4545,4545,4545,4545,4545,4545,4545,4545,4545,4545,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,O
12,399,4123,4256,4389,4522,4655,4788,4921,5054,5187,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,B
12,4545,4545,4545,4545,4545,4655,4788,4921,5054,5187,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,O
13,4745,4903,5061,522,5378,5536,5694,5852,601,6168,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,B
13,4745,4903,5061,522,5378,5536,5694,5852,601,6168,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,O
14,5607,5794,5981,6168,6355,6542,6729,6915,7102,7289,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,B
14,5607,5794,5981,6168,6355,6542,6729,6915,7102,7289,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,O
15,6596,6815,7035,7255,7475,7695,7915,8134,8354,8574,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,B
15,6596,6815,7035,7255,7475,7695,7915,8134,8354,8574,,"Des Moines-Ames-West Des Moines, IA",Hourly,2023,O
1,26956,27861,28756,29650,30544,31068,31955,32849,32885,33727,,"Detroit-Warren-Ann Arbor, MI",Salary,2023,
2,30311,31032,32036,32885,33256,34234,35212,36190,37168,38146,,"Detroit-Warren-Ann Arbor, MI",Salary,2023,
3,33073,34176,35279,36381,37484,38587,39689,40792,41895,42998,,"Detroit-Warren-Ann Arbor, MI",Salary,2023,
4,37126,38363,39601,40838,42076,43313,44551,45788,47026,48263,,"Detroit-Warren-Ann Arbor, MI",Salary,2023,
5,41537,42922,44307,45692,47077,48462,49847,51232,52618,54003,,"Detroit-Warren-Ann Arbor, MI",Salary,2023,
6,46303,47846,49389,50932,52475,54018,55561,57104,58647,60190,,"Detroit-Warren-Ann Arbor, MI",Salary,2023,
7,51453,53168,54883,56598,58313,60028,61743,63458,65173,66888,,"Detroit-Warren-Ann Arbor, MI",Salary,2023,
8,56982,58882,60782,62682,64582,66482,68381,70281,72181,74081,,"Detroit-Warren-Ann Arbor, MI",Salary,2023,
9,62937,65035,67132,69230,71328,73425,75523,77620,79718,81815,,"Detroit-Warren-Ann Arbor, MI",Salary,2023,
10,69307,71618,73928,76239,78550,80860,83171,85482,87792,90103,,"Detroit-Warren-Ann Arbor, MI",Salary,2023,
11,76148,78686,81224,83761,86299,88837,91375,93913,96451,98989,,"Detroit-Warren-Ann Arbor, MI",Salary,2023,
12,91270,94312,97355,100397,103439,106482,109524,112566,115609,118651,,"Detroit-Warren-Ann Arbor, MI",Salary,2023,
13,108532,112149,115767,119384,123002,126619,130236,133854,137471,141089,,"Detroit-Warren-Ann Arbor, MI",Salary,2023,
14,128252,132527,136801,141076,145351,149626,153900,158175,162450,166724,,"Detroit-Warren-Ann Arbor, MI",Salary,2023,
15,150858,155886,160914,165943,170971,175999,181027,183500,183500,183500,,"Detroit-Warren-Ann Arbor, MI",Salary,2023,
1,1292,1335,1378,1421,1464,1489,1531,1574,1576,1616,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,B
1,1938,2003,2067,2132,2196,2234,2297,2361,2364,2424,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,O
2,1452,1487,1535,1576,1593,164,1687,1734,1781,1828,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,B
2,2178,2231,2303,2364,239,246,2531,2601,2672,2742,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,O
3,1585,1638,169,1743,1796,1849,1902,1955,2007,206,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,B
3,2378,2457,2535,2615,2694,2774,2853,2933,3011,309,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,O
4,1779,1838,1898,1957,2016,2075,2135,2194,2253,2313,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,B
4,2669,2757,2847,2936,3024,3113,3203,3291,338,347,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,O
5,199,2057,2123,2189,2256,2322,2388,2455,2521,2588,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,B
5,2985,3086,3185,3284,3384,3483,3582,3683,3782,3882,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,O
6,2219,2293,2367,244,2514,2588,2662,2736,281,2884,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,B
6,3329,344,3551,366,3771,3882,3993,4104,4215,4326,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,O
7,2465,2548,263,2712,2794,2876,2958,3041,3123,3205,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,B
7,3698,3822,3945,4068,4191,4314,4437,4562,4685,4808,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,O
8,273,2821,2912,3003,3094,3186,3277,3368,3459,355,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,B
8,4095,4232,4368,4505,4641,4779,4916,4982,4982,4982,,"Detroit-Warren-Ann Arbor, MI",Hourly,2023,O
